sorted,query,city,name,address,website,email,flagged
true,Boutique Cosmetics Store,New York,The Beauty Store and Salon,"1502 NJ-35, Ocean Township, NJ 07712, United States",http://btystore.com/,,
true,Soap store,San Francisco,Hope Made Soap,"1119 S Main St, Walnut Creek, CA 94596, United States",http://www.hopemadesoap.com/,,
true,Soap store,San Francisco,NOAPURE,"2189 Union St, San Francisco, CA 94123, United States",http://www.noapure.com/,,
true,Soap store,San Francisco,Tuesday’s Handcrafted Soaps,"1778 Oakland Rd, San Jose, CA 95131, United States",http://tuesdayssoap.com/,,
true,Soap store,San Francisco,Good Common Sense Naturals Pleasanton,"620 Main St, Pleasanton, CA 94566, United States",http://www.goodcommonsense.com/,,
true,Soap store,San Francisco,Happy Bubbles,"Pier 39, Beach St, San Francisco, CA 94133, United States",https://happybubblesusa.com/,,
true,Soap store,San Francisco,Heavenly Soap Company,"2711 Hyde St, San Francisco, CA 94109, United States",https://heavenlysoapcompany.com/,,
true,Soap store,San Francisco,Re-Up Refill Shop,"6025 College Ave, Oakland, CA 94618, United States",https://reuprefills.org/,,
true,Soap store,San Francisco,The Source Zero San Jose,"100 N Almaden Ave Suite 171, San Jose, CA 95110, United States",http://thesourcezerosj.com/,,
true,Soap store,San Francisco,To Herb with Love,"1336A Park St, Alameda, CA 94501, United States",https://m.facebook.com/ToHerbWithLove/,,
true,Soap store,San Francisco,"STANFORD SHOPPING CENTER, CA","180 El Camino Real, Stanford Shopping Center, Palo Alto, CA 94304, United States",https://www.loccitane.com/on/demandware.store/Sites-OCC_US-Site/en_US/Stores-ShowStore?id=04OCST216&y_source=1_MTM3MjE5NjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
true,Soap store,San Francisco,Diptyque Fillmore,"2122 Fillmore St, San Francisco, CA 94115, United States",https://stores.diptyqueparis.com/en/diptyque-fillmore,,
true,Soap store,San Francisco,Diptyque Town and Country Village,"855 El Camino Real #34, Palo Alto, CA 94301, United States",https://stores.diptyqueparis.com/en/diptyque-town-and-country,,
true,Soap store,San Francisco,The People's Store,"2366 High St, Oakland, CA 94601, United States",,,
true,Soap store,San Francisco,Fillgood,"1579a Solano Ave, Berkeley, CA 94707, United States",http://www.fillgood.co/,,
true,Soap store,San Francisco,Summer Solace Tallow,"5507 Shattuck Ave., Oakland, CA 94609, United States",http://www.summersolacetallow.com/,,
true,Soap store,San Francisco,The Filling Station,"2112B Vine St, Berkeley, CA 94709, United States",http://www.fillingstationberkeley.com/,,
true,Soap store,San Francisco,Foggy Notion,"124 Clement St, San Francisco, CA 94118, United States",http://www.foggy-notion.com/,,
true,Soap store,San Francisco,Mighty Market,"739 Ferry St, Martinez, CA 94553, United States",https://mighty.market/,,
true,Soap store,San Francisco,Diptyque Marin,"2009 Larkspur Landing Cir Unit 18B, Larkspur, CA 94939, United States",https://stores.diptyqueparis.com/en/diptyque-marin,,
true,Soap store,San Francisco,Beenu & Co.,"1400 Pine St, San Francisco, CA 94109, United States",https://beenu.co/,,
true,Soap store,San Francisco,Cliff's Variety,"479 Castro St, San Francisco, CA 94114, United States",,,
true,Soap store,San Francisco,Replenish Marketplace,"1503 Webster St, Alameda, CA 94501, United States",https://replenishmarketplace.com/,,
true,Soap store,San Francisco,"STONESTOWN GALLERIA, CA","3251 20th Ave, San Francisco, CA 94132, United States",https://www.loccitane.com/on/demandware.store/Sites-OCC_US-Site/en_US/Stores-ShowStore?id=04OCST048&y_source=1_MTM3MjIwODEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
true,Soap store,San Francisco,Opal'z,"897 Independence Ave building 3 suite c, Mountain View, CA 94043, United States",http://www.opalzoap.com/,,
true,Soap store,San Francisco,Mabuhay Beauty,"1195 Church St, San Francisco, CA 94114, United States",http://mabuhaybeauty.com/,,
true,Soap store,San Francisco,Life,"604A Haight St, San Francisco, CA 94117, United States",http://www.lifesanfrancisco.com/,,
true,Soap store,San Francisco,Milky Wave Soaps,"820 Winslow St, Redwood City, CA 94063, United States",https://www.milky-wave.com/,,
true,Soap store,San Francisco,La Lavande Gifts,"5221 Central Ave #7, Richmond, CA 94804, United States",https://lalavandegifts.com/,,
true,Soap store,San Francisco,The Perish Trust,"728 Divisadero St, San Francisco, CA 94117, United States",http://www.theperishtrust.com/,,
true,Soap store,San Francisco,Credo Beauty,"552 Hayes St, San Francisco, CA 94102, United States",https://credobeauty.com/,,
true,Soap store,San Francisco,William's Natural Foods,"12249 San Pablo Ave, Richmond, CA 94805, United States",https://www.williamsnaturalfoods.com/,,
true,Boutique Cosmetics Store,San Francisco,Credo Beauty,"2136 Fillmore St, San Francisco, CA 94115, United States",https://credobeauty.com/,,
true,Boutique Cosmetics Store,San Francisco,Dee Dee Boutique - Shiseido Cosmetics,"293 Broadway, Millbrae, CA 94030, United States",,,
true,Boutique Cosmetics Store,San Francisco,Dee Dee Boutique - Shiseido Cosmetics,"813 Washington St, San Francisco, CA 94108, United States",,,
true,Boutique Cosmetics Store,San Francisco,Dee Dee Boutique - Shiseido Cosmetics,"714A Pacific Ave, San Francisco, CA 94133, United States",,,
true,Boutique Cosmetics Store,San Francisco,ElizabethW,"900 North Point St, San Francisco, CA 94109, United States",http://www.elizabethw.com/,,
true,Boutique Cosmetics Store,San Francisco,MH All Natural Cosmetics,"138a Fillmore St, San Francisco, CA 94117, United States",http://mhallnatural.com/,,
true,Boutique Cosmetics Store,San Francisco,Piedmont Boutique,"1452 Haight St, San Francisco, CA 94117, United States",http://www.piedmontboutique.com/,,
true,Soap store,San Francisco,100% Pure,"2983 College Ave, Berkeley, CA 94705, United States",https://www.100percentpure.com/,,
true,Soap store,San Francisco,Ancient Ways,"4075 Telegraph Ave, Oakland, CA 94609, United States",http://ancientways.com/,,
true,Soap store,San Francisco,Hawaiian Soap & Candle Co,"37769 Niles Blvd, Fremont, CA 94536, United States",,,
true,Soap store,San Francisco,L'OCCITANE EN PROVENCE,"865 Market St, San Francisco, CA 94103, United States",https://www.loccitane.com/on/demandware.store/Sites-OCC_US-Site/en_US/Stores-ShowStore?id=04OCST304&y_source=1_MTM3MjIxMzMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,
true,Soap store,San Francisco,ZGO Perfumery,"600 Castro St, San Francisco, CA 94114, United States",http://www.zgoperfumery.com/,,
true,Soap store,San Francisco,Rainbow Grocery Cooperative,"1745 Folsom St, San Francisco, CA 94103, United States",http://www.rainbow.coop/,,
true,Soap store,San Francisco,Birdy Botanicals,"1883 Hayes St, San Francisco, CA 94117, United States",http://www.birdybotanicals.com/contact.php,,
true,Soap store,San Francisco,EO Products,"90 Windward Way, San Rafael, CA 94901, United States",http://www.eoproducts.com/,,
true,Soap store,San Francisco,Local Take,"4122 18th St, San Francisco, CA 94114, United States",http://www.localtakesf.com/,,
true,Soap store,San Francisco,Diptyque Geary Street,"73 Geary St, San Francisco, CA 94108, United States",https://stores.diptyqueparis.com/en/diptyque-san-francisco,,
true,Soap store,San Francisco,Seabenefit,"3001 Bridgeway #263, Sausalito, CA 94965, United States",http://www.seabenefit.com/,,
true,Soap store,San Francisco,Salt + Clay Collective,"29 Bolinas Rd, Fairfax, CA 94930, United States",https://www.saltclaycollective.com/,,
true,Soap store,San Francisco,Cole Hardware,"956 Cole St, San Francisco, CA 94117, United States",http://www.colehardware.com/,,
true,Soap store,San Francisco,Oaktown Spice Shop,"2132 Fillmore St, San Francisco, CA 94115, United States",http://www.oaktownspiceshop.com/,,
true,Soap store,San Francisco,Polk & Post Convenience Store,"1101 Post St, San Francisco, CA 94109, United States",,,
true,Soap store,San Francisco,The Epicurean Trader,"1909 Union St, San Francisco, CA 94123, United States",https://theepicureantrader.com/,,
true,Soap store,San Francisco,The Epicurean Trader,"465 Hayes St, San Francisco, CA 94102, United States",http://www.theepicureantrader.com/,,
true,Soap store,San Francisco,Indian Market & Liquor,"1546 Guerrero St, San Francisco, CA 94110, United States",http://sfindianmarket.com/,,
true,Soap store,San Francisco,World Market,"2040 Redwood Hwy, Greenbrae, CA 94904, United States",https://stores.worldmarket.com/ca/greenbrae/2040-redwood-highway.html,,
true,Soap store,San Francisco,Loop Convenience Store,"950 Hillside Blvd, Daly City, CA 94014, United States",http://loopneighborhood.com/,,
true,Soap store,San Francisco,Cole Hardware,"627 Vallejo St., San Francisco, CA 94133, United States",http://www.colehardware.com/,,
true,Soap store,San Francisco,Tropical Fresh Handmade Soap,"6221 Broadway Ave, Newark, CA 94560, United States",,,
true,Boutique Cosmetics Store,San Francisco,Luxury Beauty Store,"2710 Livermore Outlets Dr, Livermore, CA 94551, United States",https://www.premiumoutlets.com/outlet/san-francisco/stores/luxury-beauty-store,,
true,Boutique Cosmetics Store,San Francisco,The Pink Shop By Ccosmetics,"384 Jackson St STE 1, Hayward, CA 94544, United States",https://ccosmetics.shop/,,
true,Boutique Cosmetics Store,San Francisco,L'OCCITANE EN PROVENCE,"Terminal 1, 780 S Airport Blvd Space #33, San Francisco, CA 94128, United States",https://www.loccitane.com/en-us/boutique-locator,,
true,Boutique Cosmetics Store,San Francisco,Uptown Beauty,"36 E 4th Ave, San Mateo, CA 94401, United States",,,
true,Boutique Cosmetics Store,San Francisco,Neiman Marcus,"150 Stockton St, San Francisco, CA 94108, United States",https://stores.neimanmarcus.com/stores/sanfrancisco/ca/sanfrancisco/1012,,
true,Boutique Cosmetics Store,San Francisco,Sami African Imports,"10815 MacArthur Blvd, Oakland, CA 94605, United States",,,
true,Boutique Cosmetics Store,San Francisco,Nordstrom,"1200 Broadway Plaza, Walnut Creek, CA 94596, United States",https://www.nordstrom.com/store-details/nordstrom-broadway-plaza-in-walnut-creek?utm_source=google&utm_medium=organic&utm_campaign=fls&utm_content=421&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=fls,,
true,Boutique Cosmetics Store,San Francisco,Candy Doll,"1737 Post St #385, San Francisco, CA 94115, United States",https://candydollbeauty.com/,,
true,Boutique Cosmetics Store,San Francisco,Lis Cosmetics,"270 Sun Valley Mall, Concord, CA 94520, United States",http://www.liscosmetics.shop/,,
true,Boutique Cosmetics Store,San Francisco,Nordstrom,"1870 Redwood Hwy, Corte Madera, CA 94925, United States",https://www.nordstrom.com/store-details/nordstrom-the-village-at-corte-madera?utm_source=google&utm_medium=organic&utm_campaign=fls&utm_content=423&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=fls,,
true,Boutique Cosmetics Store,San Francisco,Beauty Concept Inc,"771 Clay St, San Francisco, CA 94108, United States",,,
true,Boutique Cosmetics Store,San Francisco,BYREDO San Francisco Fillmore,"2000 Fillmore St, San Francisco, CA 94115, United States",https://www.byredo.com/?utm_source=Yext&utm_medium=GMB,,
true,Boutique Cosmetics Store,San Francisco,CHANEL SAN FRANCISCO,"156 Geary St, San Francisco, CA 94108, United States",https://www.chanel.com/us/fashion/services/boutique-san-francisco/?y_source=1_MTQ5MzEwMjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
true,Boutique Cosmetics Store,San Francisco,Revea Skincare Studio,"2167 Union St, San Francisco, CA 94123, United States",http://myrevea.com/,,
true,Boutique Cosmetics Store,San Francisco,"""She Got It!"" Cosmetics","1442 Eighth St, Berkeley, CA 94710, United States",,,
true,Boutique Cosmetics Store,San Francisco,Brazilian Virgin hair Boutique,"10821 San Pablo Ave, El Cerrito, CA 94530, United States",http://thehairstore.net/,,
true,Boutique Cosmetics Store,San Francisco,E Wightman & Co,"1476 66th St, Emeryville, CA 94608, United States",http://www.elizabethw.com/,,
true,Boutique Cosmetics Store,San Francisco,Candy Doll Beauty,"3251 20th Ave, San Francisco, CA 94132, United States",https://candydollbeauty.com/,,
true,Boutique Cosmetics Store,San Francisco,Perfumerie,"1150 El Camino Real Suite 267, San Bruno, CA 94066, United States",,,
true,Boutique Cosmetics Store,San Francisco,HoneyGirl Beauty,"34 Sunnyside Ave, Mill Valley, CA 94941, United States",http://honeygirlbeauty.com/,,
true,Boutique Cosmetics Store,San Francisco,goop Marin Boutique & Facial Room,"2215 Larkspur Landing Cir Unit 25A, Larkspur, CA 94939, United States",https://goop.com/place/california/san-francisco/marin-shops/goop-marin/,,
true,Boutique Cosmetics Store,San Francisco,Beauty Essentials--Shiseido Cosmetics,"2996 S Norfolk St D, San Mateo, CA 94403, United States",http://beautyessentials--shiseidocosmetics.com/?utm_source=gmb&utm_medium=referral,,
true,Boutique Cosmetics Store,San Francisco,Luxury Beauty Store,"536 Great Mall Dr, Milpitas, CA 95035, United States",https://www.simon.com/mall/great-mall/stores/luxury-beauty-store,,
true,Boutique Cosmetics Store,San Francisco,Nordstrom,"130 Hillsdale Shopping Ctr, San Mateo, CA 94403, United States",https://www.nordstrom.com/store-details/nordstrom-hillsdale-shopping-center?utm_source=google&utm_medium=organic&utm_campaign=fls&utm_content=420&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=fls,,
true,Boutique Cosmetics Store,San Francisco,Macy's,"170 O'Farrell St, San Francisco, CA 94102, United States",https://www.macys.com/stores/ca/sanfrancisco/union-square_428.html,,
true,Boutique Cosmetics Store,San Francisco,Neiman Marcus,"400 Stanford Shopping Center, Palo Alto, CA 94304, United States",https://stores.neimanmarcus.com/stores/paloalto/ca/paloalto/1024,,
true,Boutique Cosmetics Store,San Francisco,ULTRA PERFUMES,"near, FOREVER, 2243 Stoneridge Mall Rd 2nd floor, #21, Pleasanton, CA 94588, United States",,,
true,Boutique Cosmetics Store,San Francisco,Sonder Beauty Studio,"3441 Mount Diablo Blvd, Lafayette, CA 94549, United States",http://www.sonderbeautystudio.com/,,
true,Boutique Cosmetics Store,San Francisco,Signature Perfumes,"3040 Livermore Outlets Dr, Livermore, CA 94551, United States",https://www.premiumoutlets.com/outlet/san-francisco/stores/signature-perfume,,
true,Boutique Cosmetics Store,San Francisco,Perfume De Paris,"Unnamed Road, Livermore, CA 94551, United States",,,
true,Boutique Cosmetics Store,San Francisco,Invu Accessories,"668 Southland Mall, Hayward, CA 94545, United States",,,
true,Boutique Cosmetics Store,San Francisco,Anthropologie,"1149 S Main St, Walnut Creek, CA 94596, United States",https://www.anthropologie.com/stores/walnut-creek?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=567,,
true,Boutique Cosmetics Store,San Francisco,Macy's,"1300 Stoneridge Mall Rd, Pleasanton, CA 94588, United States",https://www.macys.com/stores/ca/pleasanton/stoneridge-shopping-center_333.html,,
true,Boutique Cosmetics Store,San Francisco,Urban Outfitters,"1530 Olympic Blvd, Walnut Creek, CA 94596, United States",https://www.urbanoutfitters.com/stores/walnut-creek?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=93,,
true,Boutique Cosmetics Store,San Francisco,Shimmer Me Makeup Shop,"3104 Fruitvale Ave, Oakland, CA 94602, United States",http://www.shimmerme-makeup.com/,,
true,Boutique Cosmetics Store,San Francisco,Beauty Supplies Plus,"3633 Mount Diablo Blvd, Lafayette, CA 94549, United States",,,
true,Boutique Cosmetics Store,San Francisco,Beauty Solutions Resource Center,"3322 Mount Diablo Blvd # A, Lafayette, CA 94549, United States",https://www.beautysolutions.com/,,
true,Boutique Cosmetics Store,San Francisco,Macy's,"341 Sun Valley Mall, Concord, CA 94520, United States",https://www.macys.com/stores/ca/concord/sunvalley-shopping-center_323.html,,
true,Boutique Cosmetics Store,San Francisco,Benefit Cosmetics BrowBar,"Macy's Macy's, 1301 Broadway Plaza, Walnut Creek, CA 94596, United States",https://browbars.benefitcosmetics.com/us/ca/walnut-creek/1301-broadway-plaza-macys?y_source=1_MTI5ODg2NjMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,
true,Boutique Cosmetics Store,San Francisco,Nordstrom Rack,"703 Contra Costa Blvd, Pleasant Hill, CA 94523, United States",https://stores.nordstromrack.com/us/ca/pleasant-hill/703-contra-costa-blvd?utm_source=google&utm_medium=organic&utm_campaign=rack&utm_content=479&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=rack,,
true,Boutique Cosmetics Store,San Francisco,Benefit Cosmetics BrowBar,"1975 Diamond Blvd Suite D130, Concord, CA 94520, United States",https://browbars.benefitcosmetics.com/us/ca/concord/1975-diamond-blvd?y_source=1_MTk5MjA4MTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
true,Boutique Cosmetics Store,San Francisco,Orinda Beauty Supply,"270 Village Square, Orinda, CA 94563, United States",,,
true,Boutique Cosmetics Store,San Francisco,Flawless Beauty Store,"1065 Aileen St, Oakland, CA 94608, United States",http://www.flawlessbeautystore.net/,,
true,Boutique Cosmetics Store,San Francisco,Down At Lulu's,"6603 Telegraph Ave, Oakland, CA 94609, United States",http://www.downatlulusboutique.com/,,
true,Boutique Cosmetics Store,San Francisco,Benefit Cosmetics Global HQ,"595 Market St 30th Floor, San Francisco, CA 94105, United States",http://www.benefitcosmetics.com/,,
true,Boutique Cosmetics Store,San Francisco,Urban Outfitters,"5656 Bay St, Emeryville, CA 94608, United States",https://www.urbanoutfitters.com/stores/emeryville?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=172,,
true,Boutique Cosmetics Store,San Francisco,Good Stock,"4200 Piedmont Ave, Oakland, CA 94611, United States",https://goodstockoakland.com/,,
true,Boutique Cosmetics Store,San Francisco,Macy's,"800 Southland Mall, Hayward, CA 94545, United States",https://www.macys.com/stores/ca/hayward/southland-mall_337.html,,
true,Boutique Cosmetics Store,San Francisco,Lyna's Beauty Depot,"21995 Mission Blvd, Hayward, CA 94541, United States",https://www.facebook.com/pages/Lynas-Beauty-Depot/173218636074947,,
true,Boutique Cosmetics Store,San Francisco,CK BEAUTY OUTLET,"14288 E 14th St, San Leandro, CA 94578, United States",,,
true,Boutique Cosmetics Store,San Francisco,Kash Fabrics & Threading Salon,"29576 Mission Blvd, Hayward, CA 94544, United States",https://www.instagram.com/kashfabrics/,,
true,Boutique Cosmetics Store,San Francisco,Bloomingdale's,"1 Stanford Shopping Center, Palo Alto, CA 94304, United States",https://www.bloomingdales.com/stores/ca/paloalto/stanford-shopping-center_31.html,,
true,Boutique Cosmetics Store,San Francisco,Find your Fabulous @ Milinda Perry Salon,"117 E F St, Benicia, CA 94510, United States",http://findyourfabulous.com/,,
true,Boutique Cosmetics Store,San Francisco,Bay szn stylez,"1626 Tennessee St, Vallejo, CA 94590, United States",https://baysznstylez.square.site/,,
true,Boutique Cosmetics Store,San Francisco,Beauty Influence Beauty Supply,"1638 Fairgrounds Dr ste f, Vallejo, CA 94589, United States",,,
true,Boutique Cosmetics Store,San Francisco,Glamour Beauty Supply,"3315 Sonoma Blvd #10, Vallejo, CA 94590, United States",,,
true,Boutique Cosmetics Store,San Francisco,Kohl's,"1190 Admiral Callaghan Ln, Vallejo, CA 94591, United States",https://www.kohls.com/stores/ca/vallejo-763.shtml?utm_source=google&utm_medium=organic&utm_campaign=local,,
true,Boutique Cosmetics Store,San Francisco,Beauty Supply Warehouse,"2316 Macdonald Ave, Richmond, CA 94804, United States",,,
true,Boutique Cosmetics Store,San Francisco,Ana Coholan Esthetics,"1368 Lincoln Ave Ste 210, San Rafael, CA 94901, United States",https://www.anacoholanesthetics.com/,,
true,Boutique Cosmetics Store,San Francisco,Urban Outfitters,"332 Corte Madera Town Center, Corte Madera, CA 94925, United States",https://www.urbanoutfitters.com/stores/urban-outfitters-corte-madera?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=149,,
true,Boutique Cosmetics Store,San Francisco,Fisherman's Wharf Perfumes,"2691 Taylor St, San Francisco, CA 94133, United States",,,
true,Boutique Cosmetics Store,San Francisco,Jo Malone London,"1850 Fourth St, Berkeley, CA 94710, United States",http://www.jomalone.com/,,
true,Boutique Cosmetics Store,San Francisco,Boutique Angelica,"610 E Washington St, Petaluma, CA 94952, United States",,,
true,Boutique Cosmetics Store,San Francisco,Wunder Boutique + Salon,"1317 1st St, Napa, CA 94559, United States",,,
true,Boutique Cosmetics Store,San Francisco,Macy's,"1000 Northgate Mall, San Rafael, CA 94903, United States",https://www.macys.com/stores/ca/sanrafael/northgate_327.html,,
true,Boutique Cosmetics Store,San Francisco,The World Barber Shop and Spa,"930 B St, San Rafael, CA 94901, United States",https://theworldbarber.com/,,
true,Boutique Cosmetics Store,San Francisco,Beauty Store & Salon,"406 Las Gallinas Ave, San Rafael, CA 94903, United States",,,
true,Boutique Cosmetics Store,San Francisco,Coquelicot,"503 Magnolia Ave, Larkspur, CA 94939, United States",http://www.coquelicotfromprovence.com/,,
true,Boutique Cosmetics Store,San Francisco,Cosmetics and more,"447 S Los Angeles St, Los Angeles, CA 90013, United States",https://shopcosmeticsandmore.com/,,
true,Boutique Cosmetics Store,San Francisco,Nordstrom Rack,"212 Vintage Way, Novato, CA 94945, United States",https://stores.nordstromrack.com/us/ca/novato/212-vintage-way?utm_source=google&utm_medium=organic&utm_campaign=rack&utm_content=483&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=rack,,
true,Boutique Cosmetics Store,San Francisco,Space NK Bloomingdale's San Francisco Centre,"845 Market St, San Francisco, CA 94103, United States",https://www.spacenk.com/us/en_US/home-us,,
true,Boutique Cosmetics Store,San Francisco,Beauty Boutique,"6864 Engle Rd, Middleburg Heights, OH 44130, United States",,,
true,Boutique Cosmetics Store,San Francisco,Boutique Cosmestique,"Thies, Senegal",,,
true,Boutique Cosmetics Store,San Francisco,Boutique & Beauty,"Tiger Point, FL 32563, United States",,,
true,Boutique Cosmetics Store,San Francisco,Le Beauty Cosmeticos & Accesorios,"527 Main St, San Luis, AZ 85349, United States",,,
true,Boutique Cosmetics Store,San Francisco,Beauty Boutique,"Brownfields, LA 70811, United States",,,
true,Boutique Cosmetics Store,San Francisco,Beauty Boutique,"Los Angeles, CA 91607, United States",,,
true,Boutique Cosmetics Store,San Francisco,Boutique Cosmetque,"Dakar, Senegal",,,
true,Boutique Cosmetics Store,San Francisco,Beauty Boutique,"Slidell, LA 70458, United States",,,
true,Boutique Cosmetics Store,San Francisco,The MakeUp Beautique LLC,"20686 US-84 Box 206, Medanales, NM 87548, United States",,,
true,Boutique Cosmetics Store,San Francisco,Fanloli,"159 S B St, San Mateo, CA 94401, United States",,,
true,Boutique Cosmetics Store,San Francisco,BeautyCo,"18 Bayhill Shopping Center, San Bruno, CA 94066, United States",https://www.beautycosb.com/,,
true,Boutique Cosmetics Store,San Francisco,MAC Cosmetics,"285 Hillsdale Shopping Ctr Suite 350, San Mateo, CA 94403, United States",https://stores.maccosmetics.com/us/ca/san-mateo/285-hillsdale-shopping-center?y_source=1_MTMwMTUyMDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
true,Boutique Cosmetics Store,San Francisco,Nailware,"273 N Amphlett Blvd, San Mateo, CA 94401, United States",http://www.nailware.com/,,
true,Boutique Cosmetics Store,San Francisco,Mia's Beautique,"1110 Burlingame Ave #108, Burlingame, CA 94010, United States",http://www.miasbeautique.com/,,
true,Boutique Cosmetics Store,San Francisco,BellaLuna,"1310 Broadway, Burlingame, CA 94010, United States",http://www.youravon.com/burlingame,,
true,Boutique Cosmetics Store,San Francisco,Alma & Bee,"345 Main St, Half Moon Bay, CA 94019, United States",http://www.almaandbee.com/,,
true,Boutique Cosmetics Store,San Francisco,Nordstrom,"550 Stanford Shopping Center, Palo Alto, CA 94304, United States",https://www.nordstrom.com/store-details/nordstrom-stanford-shopping-center?utm_source=google&utm_medium=organic&utm_campaign=fls&utm_content=422&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=fls,,
true,Boutique Cosmetics Store,San Francisco,Boutique Sabroso's Fashion,"1954 Pulgas Ave, East Palo Alto, CA 94303, United States",http://www.facebook.com/sabroso30/,,
true,Boutique Cosmetics Store,San Francisco,Nordstrom,"2400 Forest Ave, San Jose, CA 95128, United States",https://www.nordstrom.com/store-details/nordstrom-valley-fair?utm_source=google&utm_medium=organic&utm_campaign=fls&utm_content=425&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=fls,,
true,Boutique Cosmetics Store,San Francisco,Urban Outfitters,"660 Stanford Shopping Center, Palo Alto, CA 94304, United States",https://www.urbanoutfitters.com/stores/palo-alto?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=165,,
true,Boutique Cosmetics Store,San Francisco,Farzana's Salon & Boutique,"335 Plaza Central, Los Altos, CA 94022, United States",http://www.farzanasalon.com/,,
true,Boutique Cosmetics Store,San Francisco,Benefit Cosmetics BrowBar,"300 Stanford Shopping Ctr Macy's, Palo Alto, CA 94304, United States",https://browbars.benefitcosmetics.com/us/ca/palo-alto/macys?y_source=1_MTI5ODg2OTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
true,Boutique Cosmetics Store,San Francisco,Eye M Chic Boutique Spa,"200 W McKinley Ave Suite 307, Sunnyvale, CA 94086, United States",,,
true,Soap store,Seattle,Sweetlye Soap Shop,"30521 54th Ave S, Auburn, WA 98001, United States",https://www.sweetlyesoapsoap.com/,,
true,Soap store,Seattle,Moon Valley Organics,"#1903, Seattle, WA 98101, United States",http://www.moonvalleyorganics.com/,,
true,Soap store,Seattle,Soggy Frog Studio,"5650 NE Tolo Rd, Bainbridge Island, WA 98110, United States",http://www.soggyfrogstudio.com/,,
true,Soap store,Seattle,Paula's Soaps,"4814 43rd Ave S, Seattle, WA 98118, United States",http://www.paulassoap.com/,,
true,Soap store,Seattle,Mossy Rock Soap Co.,"1402 SE Everett Mall Way suite 172, Everett, WA 98208, United States",http://mossyrocksoapco.square.site/,,
true,Soap store,Seattle,Citrus Tree Soap & Skincare,"18128 Bothell Way NE, Bothell, WA 98011, United States",https://www.citrustreesoap.com/,,
true,Soap store,Seattle,F.R.O.G. Soap,"707 Pacific Ave, Bremerton, WA 98337, United States",https://frogsoap.net/,,
true,Soap store,Seattle,Lang & Rose LLC,"2507 N Vassault St, Tacoma, WA 98406, United States",http://langandrose.com/,,
true,Soap store,Seattle,Unforgettable Soaps,"6141 Bothell Way NE # 201, Kenmore, WA 98028, United States",http://www.unforgettablesoaps.com/,,
true,Soap store,Seattle,PUBLIC,"3836 California Ave SW, Seattle, WA 98116, United States",http://www.apublicshop.com/,,
true,Soap store,Seattle,Running Wild Spirit,"8731 Maltby Rd #7, Snohomish, WA 98296, United States",http://runningwildspirit.com/,,
true,Soap store,Seattle,Celtic Clan Soapery,"5218 S Puget Sound Ave, Tacoma, WA 98409, United States",https://celticclansoapery.com/,,
true,Soap store,Seattle,Sunny Honey Company,"89 Pike St, Seattle, WA 98101, United States",http://sunnyhoneyco.com/,,
true,Soap store,Seattle,Buddha Bath,"3822 18th Ave W, Seattle, WA 98119, United States",http://www.buddhabath.net/,,
true,Soap store,Seattle,RainCity Soap Co.,"814 Bay St, Port Orchard, WA 98366, United States",https://www.raincitysoapco.com/,,
true,Soap store,Seattle,Scents Of Thyme,"5212 S 2nd Ave, Everett, WA 98203, United States",http://scentsofthymesoap.com/,,
true,Soap store,Seattle,Soaps By Kathy Miller,"6721 NW Illich Rd, Silverdale, WA 98383, United States",,,
true,Soap store,Seattle,Serene Spirit Soap,"1163 32nd St NE, Auburn, WA 98002, United States",http://serenespiritsoap.etsy.com/,,
true,Soap store,Seattle,Cierra Candles - Candle and Soap making supplies - Retail Store,"2815 Baker Ave, Everett, WA 98201, United States",http://www.cierracandles.com/,,
true,Soap store,Seattle,Nature's Inventory Retail Store,"1504 Cole St, Enumclaw, WA 98022, United States",http://www.naturesinventory.com/,,
true,Soap store,Seattle,LAHther Artisan Soaps,"4033 W Belfair Valley Rd, Bremerton, WA 98312, United States",,,
true,Soap store,Seattle,Shuma Soap,"19920 6th Pl W, Lynnwood, WA 98036, United States",,,
true,Soap store,Seattle,Buddha Bath,"Seattle, WA 98119, United States",,,
true,Soap store,Seattle,Lather & Salt,"1015 1st St, Snohomish, WA 98290, United States",http://www.latherandsalt.com/,,
