lat,lng
31.21,-66.68
31.21,-66.41
31.21,-66.14
31.48,-125.0
31.48,-124.73
31.48,-124.46
31.48,-124.19
31.48,-123.92
31.48,-123.65
31.48,-123.38
31.48,-123.11
31.48,-122.84
31.48,-122.57
31.48,-122.3
31.48,-122.03
31.48,-121.76
31.48,-121.49
31.48,-121.22
31.48,-120.95
31.48,-120.68
31.48,-120.41
31.48,-120.14
31.48,-119.87
31.48,-119.6
31.48,-119.33
31.48,-119.06
31.48,-118.79
31.48,-118.52
31.48,-118.25
31.48,-117.98
31.48,-117.71
31.48,-117.44
31.48,-117.17
31.48,-116.9
31.48,-116.63
31.48,-116.36
31.48,-116.09
31.48,-115.82
31.48,-115.55
31.48,-115.28
31.48,-115.01
31.48,-114.74
31.48,-114.47
31.48,-114.2
31.48,-113.93
31.48,-113.66
31.48,-113.39
31.48,-113.12
31.48,-112.85
31.48,-112.58
31.48,-112.31
31.48,-112.04
31.48,-111.77
31.48,-111.5
31.48,-111.23
31.48,-110.96
31.48,-110.69
31.48,-110.42
31.48,-110.15
31.48,-109.88
31.48,-109.61
31.48,-109.34
31.48,-109.07
31.48,-108.8
31.48,-108.53
31.48,-108.26
31.48,-107.99
31.48,-107.72
31.48,-107.45
31.48,-107.18
31.48,-106.91
31.48,-106.64
31.48,-106.37
31.48,-106.1
31.48,-105.83
31.48,-105.56
31.48,-105.29
31.48,-105.02
31.48,-104.75
31.48,-104.48
31.48,-104.21
31.48,-103.94
31.48,-103.67
31.48,-103.4
31.48,-103.13
31.48,-102.86
31.48,-102.59
31.48,-102.32
31.48,-102.05
31.48,-101.78
31.48,-101.51
31.48,-101.24
31.48,-100.97
31.48,-100.7
31.48,-100.43
31.48,-100.16
31.48,-99.89
31.48,-99.62
31.48,-99.35
31.48,-99.08
31.48,-98.81
31.48,-98.54
31.48,-98.27
31.48,-98.0
31.48,-97.73
31.48,-97.46
31.48,-97.19
31.48,-96.92
31.48,-96.65
31.48,-96.38
31.48,-96.11
31.48,-95.84
31.48,-95.57
31.48,-95.3
31.48,-95.03
31.48,-94.76
31.48,-94.49
31.48,-94.22
31.48,-93.95
31.48,-93.68
31.48,-93.41
31.48,-93.14
31.48,-92.87
31.48,-92.6
31.48,-92.33
31.48,-92.06
31.48,-91.79
31.48,-91.52
31.48,-91.25
31.48,-90.98
31.48,-90.71
31.48,-90.44
31.48,-90.17
31.48,-89.9
31.48,-89.63
31.48,-89.36
31.48,-89.09
31.48,-88.82
31.48,-88.55
31.48,-88.28
31.48,-88.01
31.48,-87.74
31.48,-87.47
31.48,-87.2
31.48,-86.93
31.48,-86.66
31.48,-86.39
31.48,-86.12
31.48,-85.85
31.48,-85.58
31.48,-85.31
31.48,-85.04
31.48,-84.77
31.48,-84.5
31.48,-84.23
31.48,-83.96
31.48,-83.69
31.48,-83.42
31.48,-83.15
31.48,-82.88
31.48,-82.61
31.48,-82.34
31.48,-82.07
31.48,-81.8
31.48,-81.53
31.48,-81.26
31.48,-80.99
31.48,-80.72
31.48,-80.45
31.48,-80.18
31.48,-79.91
31.48,-79.64
31.48,-79.37
31.48,-79.1
31.48,-78.83
31.48,-78.56
31.48,-78.29
31.48,-78.02
31.48,-77.75
31.48,-77.48
31.48,-77.21
31.48,-76.94
31.48,-76.67
31.48,-76.4
31.48,-76.13
31.48,-75.86
31.48,-75.59
31.48,-75.32
31.48,-75.05
31.48,-74.78
31.48,-74.51
31.48,-74.24
31.48,-73.97
31.48,-73.7
31.48,-73.43
31.48,-73.16
31.48,-72.89
31.48,-72.62
31.48,-72.35
31.48,-72.08
31.48,-71.81
31.48,-71.54
31.48,-71.27
31.48,-71.0
31.48,-70.73
31.48,-70.46
31.48,-70.19
31.48,-69.92
31.48,-69.65
31.48,-69.38
31.48,-69.11
31.48,-68.84
31.48,-68.57
31.48,-68.3
31.48,-68.03
31.48,-67.76
31.48,-67.49
31.48,-67.22
31.48,-66.95
31.48,-66.68
31.48,-66.41
31.48,-66.14
31.75,-125.0
31.75,-124.73
31.75,-124.46
31.75,-124.19
31.75,-123.92
31.75,-123.65
31.75,-123.38
31.75,-123.11
31.75,-122.84
31.75,-122.57
31.75,-122.3
31.75,-122.03
31.75,-121.76
31.75,-121.49
31.75,-121.22
31.75,-120.95
31.75,-120.68
31.75,-120.41
31.75,-120.14
31.75,-119.87
31.75,-119.6
31.75,-119.33
31.75,-119.06
31.75,-118.79
31.75,-118.52
31.75,-118.25
31.75,-117.98
31.75,-117.71
31.75,-117.44
31.75,-117.17
31.75,-116.9
31.75,-116.63
31.75,-116.36
31.75,-116.09
31.75,-115.82
31.75,-115.55
31.75,-115.28
31.75,-115.01
31.75,-114.74
31.75,-114.47
31.75,-114.2
31.75,-113.93
31.75,-113.66
31.75,-113.39
31.75,-113.12
31.75,-112.85
31.75,-112.58
31.75,-112.31
31.75,-112.04
31.75,-111.77
31.75,-111.5
31.75,-111.23
31.75,-110.96
31.75,-110.69
31.75,-110.42
31.75,-110.15
31.75,-109.88
31.75,-109.61
31.75,-109.34
31.75,-109.07
31.75,-108.8
31.75,-108.53
31.75,-108.26
31.75,-107.99
31.75,-107.72
31.75,-107.45
31.75,-107.18
31.75,-106.91
31.75,-106.64
31.75,-106.37
31.75,-106.1
31.75,-105.83
31.75,-105.56
31.75,-105.29
31.75,-105.02
31.75,-104.75
31.75,-104.48
31.75,-104.21
31.75,-103.94
31.75,-103.67
31.75,-103.4
31.75,-103.13
31.75,-102.86
31.75,-102.59
31.75,-102.32
31.75,-102.05
31.75,-101.78
31.75,-101.51
31.75,-101.24
31.75,-100.97
31.75,-100.7
31.75,-100.43
31.75,-100.16
31.75,-99.89
31.75,-99.62
31.75,-99.35
31.75,-99.08
31.75,-98.81
31.75,-98.54
31.75,-98.27
31.75,-98.0
31.75,-97.73
31.75,-97.46
31.75,-97.19
31.75,-96.92
31.75,-96.65
31.75,-96.38
31.75,-96.11
31.75,-95.84
31.75,-95.57
31.75,-95.3
31.75,-95.03
31.75,-94.76
31.75,-94.49
31.75,-94.22
31.75,-93.95
31.75,-93.68
31.75,-93.41
31.75,-93.14
31.75,-92.87
31.75,-92.6
31.75,-92.33
31.75,-92.06
31.75,-91.79
31.75,-91.52
31.75,-91.25
31.75,-90.98
31.75,-90.71
31.75,-90.44
31.75,-90.17
31.75,-89.9
31.75,-89.63
31.75,-89.36
31.75,-89.09
31.75,-88.82
31.75,-88.55
31.75,-88.28
31.75,-88.01
31.75,-87.74
31.75,-87.47
31.75,-87.2
31.75,-86.93
31.75,-86.66
31.75,-86.39
31.75,-86.12
31.75,-85.85
31.75,-85.58
31.75,-85.31
31.75,-85.04
31.75,-84.77
31.75,-84.5
31.75,-84.23
31.75,-83.96
31.75,-83.69
31.75,-83.42
31.75,-83.15
31.75,-82.88
31.75,-82.61
31.75,-82.34
31.75,-82.07
31.75,-81.8
31.75,-81.53
31.75,-81.26
31.75,-80.99
31.75,-80.72
31.75,-80.45
31.75,-80.18
31.75,-79.91
31.75,-79.64
31.75,-79.37
31.75,-79.1
31.75,-78.83
31.75,-78.56
31.75,-78.29
31.75,-78.02
31.75,-77.75
31.75,-77.48
31.75,-77.21
31.75,-76.94
31.75,-76.67
31.75,-76.4
31.75,-76.13
31.75,-75.86
31.75,-75.59
31.75,-75.32
31.75,-75.05
31.75,-74.78
31.75,-74.51
31.75,-74.24
31.75,-73.97
31.75,-73.7
31.75,-73.43
31.75,-73.16
31.75,-72.89
31.75,-72.62
31.75,-72.35
31.75,-72.08
31.75,-71.81
31.75,-71.54
31.75,-71.27
31.75,-71.0
31.75,-70.73
31.75,-70.46
31.75,-70.19
31.75,-69.92
31.75,-69.65
31.75,-69.38
31.75,-69.11
31.75,-68.84
31.75,-68.57
31.75,-68.3
31.75,-68.03
31.75,-67.76
31.75,-67.49
31.75,-67.22
31.75,-66.95
31.75,-66.68
31.75,-66.41
31.75,-66.14
32.02,-125.0
32.02,-124.73
32.02,-124.46
32.02,-124.19
32.02,-123.92
32.02,-123.65
32.02,-123.38
32.02,-123.11
32.02,-122.84
32.02,-122.57
32.02,-122.3
32.02,-122.03
32.02,-121.76
32.02,-121.49
32.02,-121.22
32.02,-120.95
32.02,-120.68
32.02,-120.41
32.02,-120.14
32.02,-119.87
32.02,-119.6
32.02,-119.33
32.02,-119.06
32.02,-118.79
32.02,-118.52
32.02,-118.25
32.02,-117.98
32.02,-117.71
32.02,-117.44
32.02,-117.17
32.02,-116.9
32.02,-116.63
32.02,-116.36
32.02,-116.09
32.02,-115.82
32.02,-115.55
32.02,-115.28
32.02,-115.01
32.02,-114.74
32.02,-114.47
32.02,-114.2
32.02,-113.93
32.02,-113.66
32.02,-113.39
32.02,-113.12
32.02,-112.85
32.02,-112.58
32.02,-112.31
32.02,-112.04
32.02,-111.77
32.02,-111.5
32.02,-111.23
32.02,-110.96
32.02,-110.69
32.02,-110.42
32.02,-110.15
32.02,-109.88
32.02,-109.61
32.02,-109.34
32.02,-109.07
32.02,-108.8
32.02,-108.53
32.02,-108.26
32.02,-107.99
32.02,-107.72
32.02,-107.45
32.02,-107.18
32.02,-106.91
32.02,-106.64
32.02,-106.37
32.02,-106.1
32.02,-105.83
32.02,-105.56
32.02,-105.29
32.02,-105.02
32.02,-104.75
32.02,-104.48
32.02,-104.21
32.02,-103.94
32.02,-103.67
32.02,-103.4
32.02,-103.13
32.02,-102.86
32.02,-102.59
32.02,-102.32
32.02,-102.05
32.02,-101.78
32.02,-101.51
32.02,-101.24
32.02,-100.97
32.02,-100.7
32.02,-100.43
32.02,-100.16
32.02,-99.89
32.02,-99.62
32.02,-99.35
32.02,-99.08
32.02,-98.81
32.02,-98.54
32.02,-98.27
32.02,-98.0
32.02,-97.73
32.02,-97.46
32.02,-97.19
32.02,-96.92
32.02,-96.65
32.02,-96.38
32.02,-96.11
32.02,-95.84
32.02,-95.57
32.02,-95.3
32.02,-95.03
32.02,-94.76
32.02,-94.49
32.02,-94.22
32.02,-93.95
32.02,-93.68
32.02,-93.41
32.02,-93.14
32.02,-92.87
32.02,-92.6
32.02,-92.33
32.02,-92.06
32.02,-91.79
32.02,-91.52
32.02,-91.25
32.02,-90.98
32.02,-90.71
32.02,-90.44
32.02,-90.17
32.02,-89.9
32.02,-89.63
32.02,-89.36
32.02,-89.09
32.02,-88.82
32.02,-88.55
32.02,-88.28
32.02,-88.01
32.02,-87.74
32.02,-87.47
32.02,-87.2
32.02,-86.93
32.02,-86.66
32.02,-86.39
32.02,-86.12
32.02,-85.85
32.02,-85.58
32.02,-85.31
32.02,-85.04
32.02,-84.77
32.02,-84.5
32.02,-84.23
32.02,-83.96
32.02,-83.69
32.02,-83.42
32.02,-83.15
32.02,-82.88
32.02,-82.61
32.02,-82.34
32.02,-82.07
32.02,-81.8
32.02,-81.53
32.02,-81.26
32.02,-80.99
32.02,-80.72
32.02,-80.45
32.02,-80.18
32.02,-79.91
32.02,-79.64
32.02,-79.37
32.02,-79.1
32.02,-78.83
32.02,-78.56
32.02,-78.29
32.02,-78.02
32.02,-77.75
32.02,-77.48
32.02,-77.21
32.02,-76.94
32.02,-76.67
32.02,-76.4
32.02,-76.13
32.02,-75.86
32.02,-75.59
32.02,-75.32
32.02,-75.05
32.02,-74.78
32.02,-74.51
32.02,-74.24
32.02,-73.97
32.02,-73.7
32.02,-73.43
32.02,-73.16
32.02,-72.89
32.02,-72.62
32.02,-72.35
32.02,-72.08
32.02,-71.81
32.02,-71.54
32.02,-71.27
32.02,-71.0
32.02,-70.73
32.02,-70.46
32.02,-70.19
32.02,-69.92
32.02,-69.65
32.02,-69.38
32.02,-69.11
32.02,-68.84
32.02,-68.57
32.02,-68.3
32.02,-68.03
32.02,-67.76
32.02,-67.49
32.02,-67.22
32.02,-66.95
32.02,-66.68
32.02,-66.41
32.02,-66.14
32.29,-125.0
32.29,-124.73
32.29,-124.46
32.29,-124.19
32.29,-123.92
32.29,-123.65
32.29,-123.38
32.29,-123.11
32.29,-122.84
32.29,-122.57
32.29,-122.3
32.29,-122.03
32.29,-121.76
32.29,-121.49
32.29,-121.22
32.29,-120.95
32.29,-120.68
32.29,-120.41
32.29,-120.14
32.29,-119.87
32.29,-119.6
32.29,-119.33
32.29,-119.06
32.29,-118.79
32.29,-118.52
32.29,-118.25
32.29,-117.98
32.29,-117.71
32.29,-117.44
32.29,-117.17
32.29,-116.9
32.29,-116.63
32.29,-116.36
32.29,-116.09
32.29,-115.82
32.29,-115.55
32.29,-115.28
32.29,-115.01
32.29,-114.74
32.29,-114.47
32.29,-114.2
32.29,-113.93
32.29,-113.66
32.29,-113.39
32.29,-113.12
32.29,-112.85
32.29,-112.58
32.29,-112.31
32.29,-112.04
32.29,-111.77
32.29,-111.5
32.29,-111.23
32.29,-110.96
32.29,-110.69
32.29,-110.42
32.29,-110.15
32.29,-109.88
32.29,-109.61
32.29,-109.34
32.29,-109.07
32.29,-108.8
32.29,-108.53
32.29,-108.26
32.29,-107.99
32.29,-107.72
32.29,-107.45
32.29,-107.18
32.29,-106.91
32.29,-106.64
32.29,-106.37
32.29,-106.1
32.29,-105.83
32.29,-105.56
32.29,-105.29
32.29,-105.02
32.29,-104.75
32.29,-104.48
32.29,-104.21
32.29,-103.94
32.29,-103.67
32.29,-103.4
32.29,-103.13
32.29,-102.86
32.29,-102.59
32.29,-102.32
32.29,-102.05
32.29,-101.78
32.29,-101.51
32.29,-101.24
32.29,-100.97
32.29,-100.7
32.29,-100.43
32.29,-100.16
32.29,-99.89
32.29,-99.62
32.29,-99.35
32.29,-99.08
32.29,-98.81
32.29,-98.54
32.29,-98.27
32.29,-98.0
32.29,-97.73
32.29,-97.46
32.29,-97.19
32.29,-96.92
32.29,-96.65
32.29,-96.38
32.29,-96.11
32.29,-95.84
32.29,-95.57
32.29,-95.3
32.29,-95.03
32.29,-94.76
32.29,-94.49
32.29,-94.22
32.29,-93.95
32.29,-93.68
32.29,-93.41
32.29,-93.14
32.29,-92.87
32.29,-92.6
32.29,-92.33
32.29,-92.06
32.29,-91.79
32.29,-91.52
32.29,-91.25
32.29,-90.98
32.29,-90.71
32.29,-90.44
32.29,-90.17
32.29,-89.9
32.29,-89.63
32.29,-89.36
32.29,-89.09
32.29,-88.82
32.29,-88.55
32.29,-88.28
32.29,-88.01
32.29,-87.74
32.29,-87.47
32.29,-87.2
32.29,-86.93
32.29,-86.66
32.29,-86.39
32.29,-86.12
32.29,-85.85
32.29,-85.58
32.29,-85.31
32.29,-85.04
32.29,-84.77
32.29,-84.5
32.29,-84.23
32.29,-83.96
32.29,-83.69
32.29,-83.42
32.29,-83.15
32.29,-82.88
32.29,-82.61
32.29,-82.34
32.29,-82.07
32.29,-81.8
32.29,-81.53
32.29,-81.26
32.29,-80.99
32.29,-80.72
32.29,-80.45
32.29,-80.18
32.29,-79.91
32.29,-79.64
32.29,-79.37
32.29,-79.1
32.29,-78.83
32.29,-78.56
32.29,-78.29
32.29,-78.02
32.29,-77.75
32.29,-77.48
32.29,-77.21
32.29,-76.94
32.29,-76.67
32.29,-76.4
32.29,-76.13
32.29,-75.86
32.29,-75.59
32.29,-75.32
32.29,-75.05
32.29,-74.78
32.29,-74.51
32.29,-74.24
32.29,-73.97
32.29,-73.7
32.29,-73.43
32.29,-73.16
32.29,-72.89
32.29,-72.62
32.29,-72.35
32.29,-72.08
32.29,-71.81
32.29,-71.54
32.29,-71.27
32.29,-71.0
32.29,-70.73
32.29,-70.46
32.29,-70.19
32.29,-69.92
32.29,-69.65
32.29,-69.38
32.29,-69.11
32.29,-68.84
32.29,-68.57
32.29,-68.3
32.29,-68.03
32.29,-67.76
32.29,-67.49
32.29,-67.22
32.29,-66.95
32.29,-66.68
32.29,-66.41
32.29,-66.14
32.56,-125.0
32.56,-124.73
32.56,-124.46
32.56,-124.19
32.56,-123.92
32.56,-123.65
32.56,-123.38
32.56,-123.11
32.56,-122.84
32.56,-122.57
32.56,-122.3
32.56,-122.03
32.56,-121.76
32.56,-121.49
32.56,-121.22
32.56,-120.95
32.56,-120.68
32.56,-120.41
32.56,-120.14
32.56,-119.87
32.56,-119.6
32.56,-119.33
32.56,-119.06
32.56,-118.79
32.56,-118.52
32.56,-118.25
32.56,-117.98
32.56,-117.71
32.56,-117.44
32.56,-117.17
32.56,-116.9
32.56,-116.63
32.56,-116.36
32.56,-116.09
32.56,-115.82
32.56,-115.55
32.56,-115.28
32.56,-115.01
32.56,-114.74
32.56,-114.47
32.56,-114.2
32.56,-113.93
32.56,-113.66
32.56,-113.39
32.56,-113.12
32.56,-112.85
32.56,-112.58
32.56,-112.31
32.56,-112.04
32.56,-111.77
32.56,-111.5
32.56,-111.23
32.56,-110.96
32.56,-110.69
32.56,-110.42
32.56,-110.15
32.56,-109.88
32.56,-109.61
32.56,-109.34
32.56,-109.07
32.56,-108.8
32.56,-108.53
32.56,-108.26
32.56,-107.99
32.56,-107.72
32.56,-107.45
32.56,-107.18
32.56,-106.91
32.56,-106.64
32.56,-106.37
32.56,-106.1
32.56,-105.83
32.56,-105.56
32.56,-105.29
32.56,-105.02
32.56,-104.75
32.56,-104.48
32.56,-104.21
32.56,-103.94
32.56,-103.67
32.56,-103.4
32.56,-103.13
32.56,-102.86
32.56,-102.59
32.56,-102.32
32.56,-102.05
32.56,-101.78
32.56,-101.51
32.56,-101.24
32.56,-100.97
32.56,-100.7
32.56,-100.43
32.56,-100.16
32.56,-99.89
32.56,-99.62
32.56,-99.35
32.56,-99.08
32.56,-98.81
32.56,-98.54
32.56,-98.27
32.56,-98.0
32.56,-97.73
32.56,-97.46
32.56,-97.19
32.56,-96.92
32.56,-96.65
32.56,-96.38
32.56,-96.11
32.56,-95.84
32.56,-95.57
32.56,-95.3
32.56,-95.03
32.56,-94.76
32.56,-94.49
32.56,-94.22
32.56,-93.95
32.56,-93.68
32.56,-93.41
32.56,-93.14
32.56,-92.87
32.56,-92.6
32.56,-92.33
32.56,-92.06
32.56,-91.79
32.56,-91.52
32.56,-91.25
32.56,-90.98
32.56,-90.71
32.56,-90.44
32.56,-90.17
32.56,-89.9
32.56,-89.63
32.56,-89.36
32.56,-89.09
32.56,-88.82
32.56,-88.55
32.56,-88.28
32.56,-88.01
32.56,-87.74
32.56,-87.47
32.56,-87.2
32.56,-86.93
32.56,-86.66
32.56,-86.39
32.56,-86.12
32.56,-85.85
32.56,-85.58
32.56,-85.31
32.56,-85.04
32.56,-84.77
32.56,-84.5
32.56,-84.23
32.56,-83.96
32.56,-83.69
32.56,-83.42
32.56,-83.15
32.56,-82.88
32.56,-82.61
32.56,-82.34
32.56,-82.07
32.56,-81.8
32.56,-81.53
32.56,-81.26
32.56,-80.99
32.56,-80.72
32.56,-80.45
32.56,-80.18
32.56,-79.91
32.56,-79.64
32.56,-79.37
32.56,-79.1
32.56,-78.83
32.56,-78.56
32.56,-78.29
32.56,-78.02
32.56,-77.75
32.56,-77.48
32.56,-77.21
32.56,-76.94
32.56,-76.67
32.56,-76.4
32.56,-76.13
32.56,-75.86
32.56,-75.59
32.56,-75.32
32.56,-75.05
32.56,-74.78
32.56,-74.51
32.56,-74.24
32.56,-73.97
32.56,-73.7
32.56,-73.43
32.56,-73.16
32.56,-72.89
32.56,-72.62
32.56,-72.35
32.56,-72.08
32.56,-71.81
32.56,-71.54
32.56,-71.27
32.56,-71.0
32.56,-70.73
32.56,-70.46
32.56,-70.19
32.56,-69.92
32.56,-69.65
32.56,-69.38
32.56,-69.11
32.56,-68.84
32.56,-68.57
32.56,-68.3
32.56,-68.03
32.56,-67.76
32.56,-67.49
32.56,-67.22
32.56,-66.95
32.56,-66.68
32.56,-66.41
32.56,-66.14
32.83,-125.0
32.83,-124.73
32.83,-124.46
32.83,-124.19
32.83,-123.92
32.83,-123.65
32.83,-123.38
32.83,-123.11
32.83,-122.84
32.83,-122.57
32.83,-122.3
32.83,-122.03
32.83,-121.76
32.83,-121.49
32.83,-121.22
32.83,-120.95
32.83,-120.68
32.83,-120.41
32.83,-120.14
32.83,-119.87
32.83,-119.6
32.83,-119.33
32.83,-119.06
32.83,-118.79
32.83,-118.52
32.83,-118.25
32.83,-117.98
32.83,-117.71
32.83,-117.44
32.83,-117.17
32.83,-116.9
32.83,-116.63
32.83,-116.36
32.83,-116.09
32.83,-115.82
32.83,-115.55
32.83,-115.28
32.83,-115.01
32.83,-114.74
32.83,-114.47
32.83,-114.2
32.83,-113.93
32.83,-113.66
32.83,-113.39
32.83,-113.12
32.83,-112.85
32.83,-112.58
32.83,-112.31
32.83,-112.04
32.83,-111.77
32.83,-111.5
32.83,-111.23
32.83,-110.96
32.83,-110.69
32.83,-110.42
32.83,-110.15
32.83,-109.88
32.83,-109.61
32.83,-109.34
32.83,-109.07
32.83,-108.8
32.83,-108.53
32.83,-108.26
32.83,-107.99
32.83,-107.72
32.83,-107.45
32.83,-107.18
32.83,-106.91
32.83,-106.64
32.83,-106.37
32.83,-106.1
32.83,-105.83
32.83,-105.56
32.83,-105.29
32.83,-105.02
32.83,-104.75
32.83,-104.48
32.83,-104.21
32.83,-103.94
32.83,-103.67
32.83,-103.4
32.83,-103.13
32.83,-102.86
32.83,-102.59
32.83,-102.32
32.83,-102.05
32.83,-101.78
32.83,-101.51
32.83,-101.24
32.83,-100.97
32.83,-100.7
32.83,-100.43
32.83,-100.16
32.83,-99.89
32.83,-99.62
32.83,-99.35
32.83,-99.08
32.83,-98.81
32.83,-98.54
32.83,-98.27
32.83,-98.0
32.83,-97.73
32.83,-97.46
32.83,-97.19
32.83,-96.92
32.83,-96.65
32.83,-96.38
32.83,-96.11
32.83,-95.84
32.83,-95.57
32.83,-95.3
32.83,-95.03
32.83,-94.76
32.83,-94.49
32.83,-94.22
32.83,-93.95
32.83,-93.68
32.83,-93.41
32.83,-93.14
32.83,-92.87
32.83,-92.6
32.83,-92.33
32.83,-92.06
32.83,-91.79
32.83,-91.52
32.83,-91.25
32.83,-90.98
32.83,-90.71
32.83,-90.44
32.83,-90.17
32.83,-89.9
32.83,-89.63
32.83,-89.36
32.83,-89.09
32.83,-88.82
32.83,-88.55
32.83,-88.28
32.83,-88.01
32.83,-87.74
32.83,-87.47
32.83,-87.2
32.83,-86.93
32.83,-86.66
32.83,-86.39
32.83,-86.12
32.83,-85.85
32.83,-85.58
32.83,-85.31
32.83,-85.04
32.83,-84.77
32.83,-84.5
32.83,-84.23
32.83,-83.96
32.83,-83.69
32.83,-83.42
32.83,-83.15
32.83,-82.88
32.83,-82.61
32.83,-82.34
32.83,-82.07
32.83,-81.8
32.83,-81.53
32.83,-81.26
32.83,-80.99
32.83,-80.72
32.83,-80.45
32.83,-80.18
32.83,-79.91
32.83,-79.64
32.83,-79.37
32.83,-79.1
32.83,-78.83
32.83,-78.56
32.83,-78.29
32.83,-78.02
32.83,-77.75
32.83,-77.48
32.83,-77.21
32.83,-76.94
32.83,-76.67
32.83,-76.4
32.83,-76.13
32.83,-75.86
32.83,-75.59
32.83,-75.32
32.83,-75.05
32.83,-74.78
32.83,-74.51
32.83,-74.24
32.83,-73.97
32.83,-73.7
32.83,-73.43
32.83,-73.16
32.83,-72.89
32.83,-72.62
32.83,-72.35
32.83,-72.08
32.83,-71.81
32.83,-71.54
32.83,-71.27
32.83,-71.0
32.83,-70.73
32.83,-70.46
32.83,-70.19
32.83,-69.92
32.83,-69.65
32.83,-69.38
32.83,-69.11
32.83,-68.84
32.83,-68.57
32.83,-68.3
32.83,-68.03
32.83,-67.76
32.83,-67.49
32.83,-67.22
32.83,-66.95
32.83,-66.68
32.83,-66.41
32.83,-66.14
33.1,-125.0
33.1,-124.73
33.1,-124.46
33.1,-124.19
33.1,-123.92
33.1,-123.65
33.1,-123.38
33.1,-123.11
33.1,-122.84
33.1,-122.57
33.1,-122.3
33.1,-122.03
33.1,-121.76
33.1,-121.49
33.1,-121.22
33.1,-120.95
33.1,-120.68
33.1,-120.41
33.1,-120.14
33.1,-119.87
33.1,-119.6
33.1,-119.33
33.1,-119.06
33.1,-118.79
33.1,-118.52
33.1,-118.25
33.1,-117.98
33.1,-117.71
33.1,-117.44
33.1,-117.17
33.1,-116.9
33.1,-116.63
33.1,-116.36
33.1,-116.09
33.1,-115.82
33.1,-115.55
33.1,-115.28
33.1,-115.01
33.1,-114.74
33.1,-114.47
33.1,-114.2
33.1,-113.93
33.1,-113.66
33.1,-113.39
33.1,-113.12
33.1,-112.85
33.1,-112.58
33.1,-112.31
33.1,-112.04
33.1,-111.77
33.1,-111.5
33.1,-111.23
33.1,-110.96
33.1,-110.69
33.1,-110.42
33.1,-110.15
33.1,-109.88
33.1,-109.61
33.1,-109.34
33.1,-109.07
33.1,-108.8
33.1,-108.53
33.1,-108.26
33.1,-107.99
33.1,-107.72
33.1,-107.45
33.1,-107.18
33.1,-106.91
33.1,-106.64
33.1,-106.37
33.1,-106.1
33.1,-105.83
33.1,-105.56
33.1,-105.29
33.1,-105.02
33.1,-104.75
33.1,-104.48
33.1,-104.21
33.1,-103.94
33.1,-103.67
33.1,-103.4
33.1,-103.13
33.1,-102.86
33.1,-102.59
33.1,-102.32
33.1,-102.05
33.1,-101.78
33.1,-101.51
33.1,-101.24
33.1,-100.97
33.1,-100.7
33.1,-100.43
33.1,-100.16
33.1,-99.89
33.1,-99.62
33.1,-99.35
33.1,-99.08
33.1,-98.81
33.1,-98.54
33.1,-98.27
33.1,-98.0
33.1,-97.73
33.1,-97.46
33.1,-97.19
33.1,-96.92
33.1,-96.65
33.1,-96.38
33.1,-96.11
33.1,-95.84
33.1,-95.57
33.1,-95.3
33.1,-95.03
33.1,-94.76
33.1,-94.49
33.1,-94.22
33.1,-93.95
33.1,-93.68
33.1,-93.41
33.1,-93.14
33.1,-92.87
33.1,-92.6
33.1,-92.33
33.1,-92.06
33.1,-91.79
33.1,-91.52
33.1,-91.25
33.1,-90.98
33.1,-90.71
33.1,-90.44
33.1,-90.17
33.1,-89.9
33.1,-89.63
33.1,-89.36
33.1,-89.09
33.1,-88.82
33.1,-88.55
33.1,-88.28
33.1,-88.01
33.1,-87.74
33.1,-87.47
33.1,-87.2
33.1,-86.93
33.1,-86.66
33.1,-86.39
33.1,-86.12
33.1,-85.85
33.1,-85.58
33.1,-85.31
33.1,-85.04
33.1,-84.77
33.1,-84.5
33.1,-84.23
33.1,-83.96
33.1,-83.69
33.1,-83.42
33.1,-83.15
33.1,-82.88
33.1,-82.61
33.1,-82.34
33.1,-82.07
33.1,-81.8
33.1,-81.53
33.1,-81.26
33.1,-80.99
33.1,-80.72
33.1,-80.45
33.1,-80.18
33.1,-79.91
33.1,-79.64
33.1,-79.37
33.1,-79.1
33.1,-78.83
33.1,-78.56
33.1,-78.29
33.1,-78.02
33.1,-77.75
33.1,-77.48
33.1,-77.21
33.1,-76.94
33.1,-76.67
33.1,-76.4
33.1,-76.13
33.1,-75.86
33.1,-75.59
33.1,-75.32
33.1,-75.05
33.1,-74.78
33.1,-74.51
33.1,-74.24
33.1,-73.97
33.1,-73.7
33.1,-73.43
33.1,-73.16
33.1,-72.89
33.1,-72.62
33.1,-72.35
33.1,-72.08
33.1,-71.81
33.1,-71.54
33.1,-71.27
33.1,-71.0
33.1,-70.73
33.1,-70.46
33.1,-70.19
33.1,-69.92
33.1,-69.65
33.1,-69.38
33.1,-69.11
33.1,-68.84
33.1,-68.57
33.1,-68.3
33.1,-68.03
33.1,-67.76
33.1,-67.49
33.1,-67.22
33.1,-66.95
33.1,-66.68
33.1,-66.41
33.1,-66.14
33.37,-125.0
33.37,-124.73
33.37,-124.46
33.37,-124.19
33.37,-123.92
33.37,-123.65
33.37,-123.38
33.37,-123.11
33.37,-122.84
33.37,-122.57
33.37,-122.3
33.37,-122.03
33.37,-121.76
33.37,-121.49
33.37,-121.22
33.37,-120.95
33.37,-120.68
33.37,-120.41
